410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,label
2.230491122703104,3.003228104881924,2.9618517523265435,2.5844888206482657,3.052246072449482,2.6508891641488135,2.182753583705127,2.3506719861729395,2.760842714207267,2.174906581091997,2.7596572467484197,1.99869119035605,2.6071049970445808,1.9964163198103633,2.121887688118537,2.120362282772414,2.3526323776646905,1.413166689297301,PE
2.172808427220919,2.0195605865609187,2.327972464888829,1.8971254406311469,1.9992558254380337,1.9063280345953806,2.020514237169486,1.8856565738953206,1.801961166588432,1.6773558964344706,2.495014171957543,1.6654148631410335,1.6041881011964143,1.5227075424852041,1.7941525997170467,2.266838181707046,1.6136959914773232,1.2163079869442648,PE
3.625628146790989,3.1860384032719544,3.820949285360826,3.3223237254980647,3.5042104804406526,3.499575855884479,3.5755633290504427,3.241952014312904,3.510752332422797,3.0399313536768098,6.151590657764329,3.0015581873541257,3.04088236425829,2.667907400932429,3.396220034705599,6.202566939471301,2.9823399859403503,1.4970444018719982,PE
2.098345377282802,1.8965187914974353,1.9719119076562965,1.9355024181316096,2.0547095415961887,1.9256368881279053,1.9830372156768206,1.918741027980535,2.026716749400511,1.7119415903471156,2.5382097129336816,1.6668914607390855,1.6028414694694455,1.4970024137825908,1.9031725878301082,2.843923362462943,1.6023092612854335,1.2168994001415714,PE
2.9951225308278184,3.4220271599247996,3.69297379920364,3.8818495581665293,4.380255092812141,4.444260794493792,3.194434988811027,3.031074786915023,3.55722617871668,2.6180580808094756,3.345554305717173,2.5748314519787185,2.6961064315718453,2.3793673010635477,3.170454133649299,4.111047308983875,2.140296302216676,1.4143889040708877,PE
1.9682153928691064,2.317564033416084,2.704390252724221,1.5959283677329401,1.9479046265496924,2.128668253004855,1.303586012544426,1.5254736837000769,1.5985177088441165,1.695487999461809,2.674072522925735,1.6638574858451673,1.8829139950433833,1.6677137925083692,1.5017293210603753,1.8648106247765686,1.7999143084743483,1.3393400762167182,PE
1.7005768505007215,1.5922274126981737,1.578716411019348,1.625946024377048,1.6751457183610101,1.5397186853076783,1.801485958300034,1.6396614598567492,1.6676501409724664,1.520562243044566,1.9963203174400865,1.4642378805894272,1.4482428374325704,1.3341221041015177,1.7012376146007622,1.8868498983399555,1.5725324529129794,1.167742013224615,PE
2.256824026578504,2.5759888390900714,2.349037442418019,2.5603180220292696,2.8165262114034335,2.203117498797954,2.0867491966124327,2.378767757091129,2.36803956530601,2.2234946290430218,1.8218705105452473,1.830590948039218,2.0312960845264394,1.4988008576118157,1.7978353389829023,1.724741538912963,1.998314074489101,1.340504470514356,PE
2.236831339244035,3.004679878294929,2.9613632033984874,2.5805126387344215,3.0499726121347126,2.651741972381316,2.1827679770945623,2.356990646277653,2.7601845554226405,2.1701151370065017,2.7600723317914766,2.003893245694715,2.609568836300361,2.00365906786795,2.120104342841412,2.119625464058111,2.353477645833222,1.415296873864245,PE
2.16638196841399,2.0195693891039674,2.3262079355006398,1.8959126571096074,1.9978750258397322,1.904258127302988,2.016649074372997,1.8859052077846306,1.8076232588241687,1.677751334882711,2.495574847150434,1.6672841958964062,1.606213373521723,1.52698347665635,1.8001100133726105,2.2632607123371877,1.6082259699299988,1.217740047519294,PE
3.6211247511409606,3.1855118508941023,3.8221983442841414,3.3226407592290226,3.507200834239641,3.5039679183002836,3.5739511253626937,3.2406645667638148,3.513205538949764,3.0339710111610874,6.153195588946571,2.996892336240615,3.0468940293404683,2.669236579798546,3.396803538321908,6.197679252657761,2.9825978957351578,1.4980713566068589,PE
2.1016918066976285,1.8917844376141897,1.9725292354749089,1.9347232307011892,2.056112147939175,1.9259318802838274,1.9843470454779057,1.9153768364963728,2.023018005993847,1.707366065938926,2.540740786596938,1.6666485140008342,1.5997276599685042,1.4980097689415413,1.9006303892204888,2.842918030155711,1.5993151143899655,1.2225461061619205,PE
2.9918000953726414,3.4214095002726945,3.6924697383051117,3.8795975454063556,4.381914758804295,4.442781917715035,3.1940046643740083,3.036695684808447,3.554816818093971,2.622582690468209,3.343106444347467,2.574257587961584,2.6949472357404183,2.3868186342131734,3.1694443109211523,4.110006435944307,2.1479196055261864,1.416131317299768,PE
1.9668151435786996,2.315422855366111,2.70656170211782,1.5921446706898497,1.9481174527312581,2.132623939351021,1.3074469644116427,1.5268993418894816,1.6053277084367896,1.7020810088679725,2.6777498891194433,1.661118990397684,1.8809179778657568,1.6660224522465688,1.4981812200356988,1.8683414905188016,1.7971874161257306,1.341528022961666,PE
1.6949716338050003,1.59165058639803,1.5806868885159664,1.62826112130586,1.6781385258258805,1.534712514109361,1.8007995193322244,1.633723388266611,1.6754586503469355,1.5152985276958923,2.0011750628914178,1.4651104826008103,1.4521274010079026,1.3370694557627436,1.7012963608980973,1.8838392035041986,1.5651419731501384,1.1683469166285383,PE
2.260031284261588,2.5779360271868526,2.3469963912352667,2.5594710979932596,2.8182776433308727,2.2076242021028767,2.0880814618699985,2.375618065628424,2.366644400620824,2.2262604083786033,1.818363572999496,1.832991666106785,2.0272248960824726,1.4994586588069425,1.7974179348087966,1.7306599687623014,2.001301629257953,1.3403067460043963,PE
2.2347128921945147,3.004033736410889,2.9634976802687873,2.5814755877674878,3.0483479747241993,2.6533181410339055,2.1770059489390974,2.3539249474461545,2.763435559704531,2.1744280719306595,2.759761228229884,1.9997854579070922,2.605682797074195,2.000165874942467,2.1253969445103658,2.118446703620627,2.3565614425649466,1.4101856438093385,PE
2.1670466375550297,2.020218540233872,2.324290807925712,1.8949329293295702,2.0017378697022075,1.9013078340292355,2.0165964598936896,1.8808064027828528,1.8041681099172693,1.6738017544433161,2.4976679018869086,1.663745556980462,1.600854531902851,1.5248112420046673,1.8016854425249795,2.2686809141427013,1.613060625649343,1.2166353529223706,PE
1.180402628285065,1.2274459180409596,1.1910202461057222,1.3170474279420683,1.338653144016048,1.2538743924650593,1.1940889442081288,1.2016127522140874,1.2527539227508577,1.2045169161681575,1.3211937682068313,1.1045448919468428,1.1616607362992921,1.1660060428932024,1.1982825204141387,1.1178784266368884,1.1730630609370991,1.058557211888246,PET
